========================================================================
TRANSCRIPTION REPORT
========================================================================
Fine-tuned model : ./whisper-merged-ar-ps
Baseline model   : openai/whisper-large-v3
Audio directory  : data/audio
Lectures         : 2
Total segments   : 300

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
Lecture : NLP_20260221
  Segments total  : 221
  Flagged         : 7
  Duration        : 4848.4 s
  Segs w/ ref     : 221

  Model                      WER (raw)   WER (norm)  CER (raw)
  ───────────────────────── ────────── ──────────── ──────────
  Baseline (large-v3)           0.7138       0.5914     0.4572
  Fine-tuned                    0.3899       0.2201     0.1755
  Improvement                  +0.3240      +0.3713    +0.2818

  Auto-flagged segments:
    segment_029: ['repetition_loop (ratio=0.99)', 'high_cer (cer=1.56)']
    segment_055: ['repetition_loop (ratio=0.97)', 'no_arabic (arabic_ratio=0.03)', 'high_cer (cer=1.48)']
    segment_154: ['repetition_loop (ratio=0.89)', 'too_dense (wps=8.33)', 'high_cer (cer=4.48)']
    segment_162: ['no_arabic (arabic_ratio=0.00)']
    segment_171: ['too_sparse (wps=0.21)']
    segment_202: ['too_sparse (wps=0.10)', 'high_cer (cer=0.74)']
    segment_209: ['repetition_loop (ratio=0.99)', 'too_dense (wps=8.63)', 'high_cer (cer=11.12)']

  Segment details:
  ID                   Dur(s)   WER-FT   WER-BL   CER-FT  Flag
  سوينا يا جماعة الخيار؟ الإمكان، وبساعدك الآن إنّه تحصل على better
  results. هلّأ، طبعاً بالـ second derivative إنت بتحكي على 0 crossing
  للـ log، اللي هو هاي الـ points اللي موجودة هون، هاي، وين في عندي 0
  crossing؟ هادو المطارح الـ edge. blast image، هالـ absolute value للـ
  lab-lass، وهالـ positive values فقط لغيره، لإنّه إنت بطلع بيطلع عندك
  negative شو بدّك فيه، فبالتالي بتقول لي مش perfect. maybe الأفضل إنّك
  تيجي على عمّنة Gaussian، Gaussian بيعمل الـ smoothing للـ image، تمام؟
  على شكل Mexican hat، بضيّعلك الـ noise قدر الإمكان، باخد gauss للـ
  image أول شي، وبعدين بعد ما أعمل gauss باخد الـ Laplace، okay؟
  فمشكلتنا إنّه إذا استخدمنا الـ Laplace، هاي الـ Laplace الـ image،
  مشكلتي فيها لمّا أحطّلها أنا أو أحسب الـ absolute value والـ eva، رح
  يكون عندي الـ noise في مشكلة كبيرة، فعندك الصورة هاي هي الـ original
  image، هاي الـ Laplace image تطلّع عليهم، يعني ما بتطلّع على الـ 8
  neighbors اللي موجودين عندك، تمام؟ so both can help. بس مشكلة الـ
  Laplace بحال ذاته، شو مقساتي مع الـ Laplace؟ إنّه حسّاس للـ noise،
  يعني حسّاس كتير للـ noise، فإنت مش بضّر تحلّي المشكلة بطريقة إيش؟ عمّه
  gauss، فبتقول أنا باخد gauss results. ... هاد الـ image كيف عملها
  smoothing؟ بقولك يعني هاي نتيجتها أفضل من إني أعمل smoothing للـ image
  قبل ما أعملها الـ edge detection، فبالتالي النتيجة رح تكون أفضل. الـ
  Laplace حكينا في نسخة، نسختين منّه، الـ 4 والـ 8، إيّا إما الـ 4
  neighbors فقط بتطلّع عليهم هيك شكلها. وبالتالي الحواف وفي عندك حوالي
  هيك نتوآت، ويعني قصص كبيرة، فإنت كل ما كان فيه تفاصيل أكثر، كل ما كانت
  الـ image معمولة لـ zoom أكثر، كل ما إنت شايف تفاصيل، فبالتالي مشكلة،
  فبالتالي إنت كل ما كانت أبعد أخذت هيك من بعيد، يعني قلّلت الـ sigma،
  الـ sigma تبعتك أصغر، كل ما قلّلت الـ sigma، كل ما كان فيه مجال تعمل
  على beta results. طيّب often problems arise in edge detection that are
  there are too much details، ومثلّه هون بيكون لدي much details زيّرّة
  جدّاً جدّاً، هاد بجنّني مشان أعمل edge detection لإنّه التفاصيل اللي
  كتير بقلّت عارفة عني منها noise وعنّي منها مش noise، عني منها الـ
  edge، عني منها الـ edge، يعني بتكون عندك الـ break نفسها لمّا إنت كل
  ما كان عندك تفاصيل أكثر مع أنت بتكون فعليّاً هيك شكلها. هاي أمثلة، كيف
  بيمسك الـ horizontal، كيف بيمسك الـ هذا الـ horizontal، هاد الـ
  vertical، هاد الـ combination تبعهم، إجمع هاي مع هاي، بطلع نتيجة هيك.
  طبعاً في عنا إحنا قدّه كون تفاصيل ومشاكل بسبب إيش؟ too much smooth هاي
  الـ area. we need ... it could be like noise anyways. okay؟ جربوه
  يعني. ... okay، okay، طيّه، let's move next. هاي أمثلة different
  operators أو different kernels يعني بالأحرى، تمام؟ we can apply them،
  حلو إنكم تجربوهم، موجود الـ libraries فيها كل الـ functions، so I
  think we can do it. ... log. طيب هاي الأمثلة بس رجع هو يحكي على الـ
  first derivative الآن، هادي للـ diagonal هاد، هاي للـ diagonal هاد،
  هاد للـ أفقي، هاد للعمودي، هاد للـ أفقي، هاد للعمودي، هاد مزلمتنا
  private، هاد الـ sub-ill، في عنا cani، في عنا robots، في عنا
  different، للـ image. بخلص من قصة الـ noise، بخفّف منّه مقساة، بعديها
  خذي المشتقّة لهاي الـ image اللي عملتلها Gaussian، فشو صار اسمها ده؟
  Laplacian of Gaussian log. قبل ما تبدأ، فكيف نعمل smoothing؟ بتحكي
  بعمل gauss يعني، حلو، بعدين باخد الـ log، آها، باخد الـ Laplace، شو
  بتعمل؟ بتقول بعمل gauss للـ image الـ sigma عليها، فإنت لمّت تعمل
  blur-ing أكثر للـ image، أو إنت تجيب gauss وترمي noise gauss، gaussian
  noise، فشو اللي بيصير معناك؟ إنّه طلّع كيف من 0 طبعاً هي ممتازة ما في
  noise، بتكبرها لـ 0.1، بعديها لـ 1، بعديها لـ 10، and so on، فكل ما
  كبر كل ما كان الـ noise عندك، كل ما كان عندك derivative مقسوية صعب
  جداً إنّك تمسك الـ edges، من هون مضطر تعمل smoothing قبل ما تبدأ. لح
  تشوفه، يعني طلع هون في مجال ناخد zero crossing، يعني يعني تم، okay في
  مجال، هون بلّشت نظيم مع شويّة noise، ما بالك لمّا تكون noise على
  الآخر؟ لا first، يعني بجوز شويّة surviving الـ first، لسّه طلعوا نوعاً
  ما surviving الـ first، بس لمّا يكون noise أكتر، يعني إذا إنت أشتغل
  على مستوى sigma لمّا بتجيش تحكيلي أنا بدي أعمل random noise، وأعطي
  sigma، فطلع أثر sigma عليها ... هاي، هاي مشكلتي في الـ second
  derivative، طلع كيف لم يكن في noise؟ طلع إنت بتحلم تاخد الـ zero
  crossing، ولا رح تشوفه. الـ slope، في الـ second derivative بتغيّرش،
  فبتالي 0. okay؟ فالمهم we cross the 0، هاد الـ zero crossing هو اللي
  بيهمني في الـ second derivative، اللي ما فيش داعي أستخدم 3-holding زي
  ما أنا مضطر بالـ first derivative. okays، okays okays، طيب فيش في
  نحناء ونحناء، فبالتالي الـ second derivative ع كل الأحوال رح تكون
  peak، طلع peak value، peak value، إحنا في المثال اللي أخدته رسمتهلكم
  إياه فيها انحناءات مش زي هاد، فبالتالي طلعت نوعاً ما هيك، بس ما أفرق،
  هاد أسهل بكتير لإنّه هاد إيش؟ عبارة عن نفس الـ slope يعني هو value
  وحده، فبالتالي خلّص يعني إنت لإنّك لمّا تمشي هون لتحسب الـ slope أنا
  لازم أعمل smoothing. هلّأ هادا متل ما حكينا هاي الـ profile تبع الـ
  grayscale، هيك الشكل الحقيقي للمشتقة تبعته، الـ first derivative. إحنا
  أخذنا مثال آخر قبل شوي هيك في شوي انحناءات، مظبوط؟ الـ first
  derivative قلنا هاد الـ function، هاي الـ first derivative تبعته هذا
  كانت عنا هيك أسهل شويّة، هاد أجمل لإنّه هاد طالع لي straightforward،
  فيش في بنعمل الـ smoothing، بنحاول نخفّف ألم الـ noise مشال تكون نتيجة
  إيش الـ edges، يعني إنت جيبلي صورة كثير مغبشة وكثير فيها of course يا
  عمي هيك في عندي في عندي، بنعمل sharpening sorry، فبتكون عندي مشكلة
  أنا، فأنا مضطر أنا remove الـ noise، أعمل reduction للـ noise، قد يكون
  من خلال مثلّه حكينا الـ smoothing، وقد يكون أشتري شوي sharpening للـ
  edges، بس anyways الأفضل إنّك إنت تجي تحكي حصل عإشي هيك. أوف، فإنت
  مضطر شو تعمل؟ يلّا شو الحل؟ noisy image، حتّى الـ second derivative
  اللي متوقعينها جميلة جدّاً تساعدّي بس بالـ zero crossing، ما تحلمش
  تحصل عهاي الـ signal. شو مضطريني أسوّي؟ لأ، مش normalization، شويّاً
  ورّا أفكّر فيها، في noise بتعمل باك بيك زي كإنها bin يعني، وبترجع هيك
  على الـ 0، ضرب فوراً. بس إحنا قلنا بالعادة no، إنّا شويّة هيك هيك
  الشكل الحقيقي بيكون هيك. And even even could be worse مثلاً مثل هيك،
  بس الأسوأ من هيك إنّه في عندي noise أنا، noise. فلمّا تاخد لسّا الـ
  derivative تبعت الـ noise، الـ second derivative تبعت الـ noise،
  unfortunately إنت تفكّل رح تحصل على هادا؟ لقيت 0 grossing؟ لا، رح تحصل
  عإشي هيك. هيك، واللي هو المفروض، المفروض هيك، بس إنت بتحصل على هاد
  بالعادة. طيب ممتاز، هاد الـ الـ الـ الـ derivative تبعته جميلة جداً
  هاد، بتحكيلي بسيطة جداً هاد sharp ما فيه لا careful إشي، فجأة all of a
  sudden ووب بتعمل there is a lot of noise. طب بسأل واحد شو السبب؟
  بنحكيلك يا عمي العدسة تبعت الكاميرا، الـ sampling، الـ quantization،
  الـ acquisition، كلّاته ما بعطيك perfect يعني exact sharp edges، إلا
  يصير شويّة blurring، على شويّة بسبب الـ sampling، أو بسبب العدسات
  تبعتك، بالإضاءة، يعني هاي الأسباب الحقيقية اللي بتخلي إنّا ما نحصل على
  exact step function هيك، ولّهو المفروض كامل. طبعاً هاي حكينا إحنا
  الحياة الوردية هون إنّي بكون عندك step function بتكون ماشي إنت ما شاء
  الله في grace scale معيّن، فب اللي إنت نافتت على scale تاني، بس الحياة
  مش هيك في noise، وبالتالي مستحيل يكون شكل الـ curve هيك، بكون هيك،
  بالعكس بيكون أسوأ بكثير كمان، it could be noisy، noisy جداً كمان، يعني
  الـ there is a ليا هيك، وهذا الـ edges تبعتك مسكت هيك. لا يا عمي أنا
  بدّي أوصله، وطبعاً رح نتعرف عليه من هون لآخر الفصل كيف إحنا بنوصل وكيف
  بنبني boundary أو contour كامل. الـ largest full value. ... okay،
  okay، طبعاً إنت النتيجة لما بتطلع عندك بالـ second derivative ولّا الـ
  first مش بتفكّر إنّها optimal لسّا، بتكونش يعني إنت بالآخر بدّك توصل
  لـ contour، شو الـ contour؟ بتقول لي هايك هيك هيك هيك هيك هيك هيك، أنا
  مالي؟ أنا بدّي هاد الإطار الخارجي يرسم لي شو الشكل اللي جوّه، هاي هو
  أنا ناقصني إنت مقطّش ليّاه هيك هو theta. okay، حفلة كبيرة معناته الـ
  second derivative كان help me، وبعدين هون بدّك تستخدم إيش؟ مضطر إيش؟
  3-holding. هون، قلّي ولّا إيش؟ 0 crossing، مدام في عندي 0 نزل من سالب
  لموجة وموجة بلسالب معناته قطع الـ 0 معناته كان في تحوّل، إذاً كاين الـ
  first derivative عند الـ peak واقفة، وبالتالي هاد أكبر دليل إنّه في
  edge. المثال اللي حكيته. طيّه، معناته إحنا من جماعة الـ first
  derivative والـ second derivative مشان نوجد الـ edges يا عمّي والـ
  curves، مشان بالآخر هي الـ gradient operator، حكينا لمين أفضل؟ أكيد لا
  بلاث، ليش؟ الـ second derivative، أسهل لإنّه هاي بعد فيها first
  derivative باتجاه x و first derivative باتجاه y، وبعدين تحسب الـ
  magnitude وبدّك تجوّف theta 0 crossing، خلّص بكفي. طبعاً مش عارف
  بصراحة إذا أنا أعطيتكم profile لـ greyscale image الـ profile كيف
  بتطلع وتنزل، أعتقد في الـ slide-ات في الـ في الـ spatial، يمكن. في
  مثال عليها كيف بصير 0 crossing، I think yes I remember موجود في الـ
  slides، بتقدر ترجعوا كمان على المثال اللي حكيته. طلعت معي. معناته إحنا
  بالـ first derivative هو اللي ضروري نعمل 3 shots، بالـ second
  derivative يكفيك إنّك تحذر على zero crossing، بس إنت تطبّق الـ
  standard derivative وروح تدور في قلب الـ image، عنّتي g of x اللي
  طلعت، احكيلي بعد بعملتك evolution للـ image، وجدّت هالمطارح اللي فيها
  zero crossing. طبعاً. هذا مثال على الـ line كيف عملناله 3-shoulding،
  أخذنا إحنا قبل 45، الكيردر المشينا عليه، وعملنا 3-shoulding، قلنا له
  يا عم إلي أكثر من هيك أعتبره 3-should، غير هيك بدّيش تعطيه pro
  3-should، okay؟ فهاي النتيجة اللي طلعت معي. derivative. طب طيّياً،
  فلنتكلم؟ يعني فيش داعي إنتي على الـ image الأولى طب إنت تعملي كمان
  مشتقّة؟ لأ، بتقولي بطبّق الـ second derivative لا بلاث، فإحنا del
  تبعتنا بتصير del square، اللي هو الـ second derivative واللي هو على
  شكل لا بلاث، تمام؟ تمام. قلبناه عشكل إيش؟ kernel صحيح؟ يعني إذا بدّه
  طلّع الـ second بدّه أطبّق أخرى مرّة؟ يعني أمشي الـ kernel أخرى مرّة؟
  لأ، طبّقي lablas فوراً، اللي قابله lablas شو عمل؟ طلّع شو عمل؟ راح على
  الـ image، ما أخذ الفرق بين هاي وهاي فقط، شو سوّى؟ لا قال، الفرق بين
  هاي وهاي وهاي وهاي، فتلقائيّاً أخذ إيش؟ الـ second derivative. الـ
  kernel. لأ هو هاد إحنا إحنا الـ first derivative أصلًا، كيف بنتبقّه؟
  عشان الـ kernel ببساطة، يعني الـ first derivative قلت لك تبقّه في هاد
  الـ kernel البسيط، يعني إنت بتعملي مجرد هاد الـ kernel، ها؟ عسّبيني
  مثلاً. هاد الـ first، هاد بكل الـ first الـ first. آه والـ second
  derivative اللي هو labless مثلاً، وبتقدر تعمل أفضل من labless لسّا في
  إيّنا يعني، يعني عنا كثير كنات، أنا قصدني بحكي عن الـ first و second،
  كلّه قلبنا عشان مثل الفكرة؟. آه واضح دكتور. بدّي اسألكم كلكم بما إنّه
  هات شو بشو؟ هات فضّل. دكتور، أنا لمّا أطبّق الـ first والـ second d-
  rated، إنّه المستخل الأولى والتانية، ما بحتاج أطبّق kernel، ولّهو بعد
  الـ kernel. 0 crossing، خلّص بتعرف إنّه في edge وإنّه تماماً، لا في
  3-should ولا بتفكّر فيه، اللهم بتاخد الـ second derivative للـ image
  بتروح تدوّر وين في عندك 0 crossing، انتقلت الـ image من ناقص 6، 0، 6،
  بتقول لي استنّى شوي، تتتتتو زار عندي 0 crossing، قطع من سالب إلى موجب،
  مدام نط من سالب إلى موجب إنسى، أو من موجب إلى سالب معناته في 0
  crossing معناته بتقول لي هاي الـ point edge، إنسى هاي تابع للـ line،
  مش زي الـ first derivative، فهمتوا الفكرة؟ إنّه فيه zero crossing،
  يعني نزل من low لـ high أو من high لـ low، بيفرقش معي إذا نازل، يكفيك
  تعرف إنّه تبحث عالـ image وين فيه zero crossing هيك، وهاي طلع كيف في
  عندي نفس الشي value في عندي، في عندي value negative، okay؟ بعدها تبلّش
  ترجع للـ 0، فمضطرّر أرجع للـ 0. آه، شوفوا شوفوا هاي الـ point اللي
  مرّت في الـ 0، اللي هي اللي عندي المشتقّة لمّا كانت equal 0 والمشتقّة
  التانية شايفينها؟ هاي يكفيك إنّه في part لسه. لعند الـ peak هون النقطة
  التحول الرئيسية، نقطة التحول الرئيسية شو مشتقّة عند هاي الـ point يا
  جماعة؟ مشتقّة هون؟ مشتقّة المشتقّة، شو المشتقّة هون؟ أكيد 0، صح؟
  معناته أنا مضطر أنزل، انتبهوا، هيك فجأة نفس الفكرة في هاد الاتجاه اللي
  أنا طالع فيه، بلّش يطلع وبدّه بلّش ينزل، طبعاً مش abrupt يعني مش line،
  أنا مش بطلع وبنزل على نفس الـ line، في شويّة انحناء أكيد، فبالتالي
  انتبهوا، بحصير عندي هيك، اطلعوا كيف؟ كيف هون طلعنا ونزلنا؟ نفس الفكرة،
  بدّي أطلع وأنزل، انتبهوا، هلّا هاد الـ line، أنا بس بأخذ في هاد الـ
  part لسّا، derivative؟ ... اللي هو الطرح للمشتقة الأولى. مشتقت
  المشتقة، طيب ممتاز تعالوا نشوفها يا جماعة الـ fair، شو المشتقة هون؟ 0،
  0، 0، 0، 0، تمام؟ هماشينا واضحين في الـ 0، كل شي تمام؟ طلع كيف؟ فجأة
  أو المينيمه، طلّاً عالـ 3، 5، 61، إلّي بدك إيّاه، طب سؤال هل الـ
  magnitude هاي الـ value أكبر من الـ threshold؟ مضطرّة تحطّل الـ
  threshold مشال تحكي إذا بتزيد عن threshold معناته أنا بعتبر إنّه في
  line. طب نشوف الـ second derivative، شو الـ second derivative؟ it
  means، طلّع كيف هون إنّه في حالة تحوّل، إنّه إنّه في انتقال معناته في
  line عندي، طيب ممتاز، طب شو الـ second derivative؟ هلّأ هون، طبعاً إنت
  حضرتك مشان تسأل هل هاي كافي الـ magnitude؟ قيمة الـ magnitude للمشتقّة
  كلها، مش بس عند equal 0، هل الـ magnitude هاي الـ maxima بدنا الـ
  maxima أو الـ minima مزبوط؟ فبتكون local minimum، فإنت إذاً لمّا تعمل
  first derivative وتاخد الـ absolute value تبعتها بدّك تروح تشوف وين
  المشتقّة equal 0، وهاد اللي بهمّك، لإنّه عندي الـ 0 إنت، إذا بتنتبهوا،
  عندي الـ 0 it means هاي الـ point، ليش؟ لو أخذت الـ absolute value
  تبعته، يعني لمّا كان الـ slope 0 بالعرب الفصيح، هاي الـ maxima، إذاً
  إحنا بنوجد الـ maxima الـ local maxima، طبعاً لو إنّه الرسمة بالشكلوب،
  لو إنّه الرسم هيك، بنوجد إيش إحنا؟ الـ local minima، سعيتها بيكون
  المشتقة تبعته هيك، مزبوط؟ مش أبربط فجأة بنزل 0 هيك؟ لا طبعاً، تقول لي
  لا، إنت بتنزل متل ما طلعت بهدوء، بدّك تنزل بهدوء. آه، إذاً وبتكمّل 0،
  صح؟ مش هيك؟ هاي الـ first derivative. طب شو اللي بهمّك؟ إنت بهمّك هاي
  الـ point. تصاعد صح؟ صحيح. بدّه بلّش بدّه بلّش، ممتاز معناته؟ انتبهوا،
  رح يصير عندي أنا عندي الـ derivative، أوب أوب ما شاء الله تلتوصل الـ
  best تبقّها، بعدها بيبلّش إيش؟ طلّعوا الـ derivative شو مالها؟
  انتبهوا، تقل. قل. okay بتقل الـ derivative، وبالآخر شو بترجع هون؟
  طبعاً هاد بكون أوفقي شو حكينا هاد؟ 0. 0، معناته؟ طبعاً أنا مش أبربت
  فجأة 0. وهون؟ 0. وهون؟ منضل ماشيين 0، 0، 0، واضح إنّه الـ first
  derivative بدّنا نمشي فيها إحنا ماشيين عـ 0، آه الـ first derivative،
  بيجي هون، واضح إنّه بلّش التغيّر، بلّشت عميّت التصاعد صح؟ f of x ها؟
  هاد f of x، نحكي طبعاً الـ f of x بدّا ما احكي f of x y أسهلنا، مو
  متاز كتير، شو الـ first derivative يا جماعة؟ هات لنشوف، حدا يشبكي معاي
  بالله لو سمحته، what is the first derivative لهذا الـ curve؟ ... يلّا
  نمشي مع بعض، حدا يساعدني؟ إيش المشتقّة هون؟ 0. بسم الـ ... أرد أنزل
  ... للرحيم. طيّه؟ معناته، هني أكمّل هون بس. assume عندي anal function،
  هادا function يا جماعة، الخيال هاي F of x، ها؟ we got ... تعال نرسم
  الآن، نغير اللون، نشوف كيف الـ line profile تبعنا، نصغر شوي ونرفع
  كمان. so let's assume we have something like this في الـ image، هلّأ
  بدّي أحاول أرسمها بإيدي مشان يكون في إنحيناء هنا وهمّا، هنهيك شوي شوي.
  screen. let's share again. assume عندي أنا هذا الـ الـ just move this
  one. okay. let's assume we got نتأكّر ليش. هات نرسم ونعرف ليش الـ
  first derivative ما بهم ها والـ second derivative المشكلة. assume هاي
  بدّي أرسم، no let me أعمل slide إضافية، ثواني، أضيف slide بيضة نرسم
  عليها. okay، full screen الـ vertical. okay، فبكون عندي الـ kernel
  شغال بالشكل هاد بيمسك بس الـ horizontal أو الـ vertical. هيك how we
  do، وبعدها نعمل thresholding ونتأكّد إنّه موجود أو مش موجود. والـ
  thresholding عادةً we need it، ركزوا معي كمان مرّة. الـ thresholding
  بدنا إيّاب الـ first derivative، الـ second derivative does not need
  thresholding. نتأكّد ليش. it happens. now بدل ما نعمل هاد الكلام
  alternatively we can we have we are interested in detecting all the
  lines in an image in the direction. عادةً عادةً خلاص إنت أمسكلي الـ
  horizontals الـ horizontal lines مثلاً أو الـ vertical مين الأكبر؟
  when أكبر معناته إنت تابع لهذا الـ line، إلّه هو الـ off-quad أو
  العمود أو الـ 45 موجة أو الـ 45 سالب depends. so، but this is
  something stupid يعني we don't need to do that عادةً عادةً نمسك الخطوط
  الـ off-quad أو العمودية of course في عنا إحنا kernel 1 يعني it can do
  it، but actually this is how it happens. أكبر معناته تابع الـ pixel
  هاي اللي لقيتها تابعة لهذا الـ edge اللي هو الخط 45 سالم. طب إذا لقيت
  هاي أكبر معناته we try to do like the following. We try to compute كل
  الـ responses من each من الـ kernال ومن إجي نسأل مين الأكبر وبتاخد
  response هادا، والـ response هادا لنفس الـ point، لنفس الـ point اللي
  مش مشكل الـ kernel، فبتحكيلي نفرض هاي الـ response الأوّل، الـ
  response الثاني، للـ kernel الثالث، للـ kernel الرابع، كلّ أسماء هاد
  يجي تحكي، يعني مين أكبر واحد؟ تحكيلي هاد، معناته اسمع الـ pixel تعود
  إلى خط vertical وليس أي خط آخر إذا إنت شاكك فينه، هي تابعة لهذا الخط.
  طب وإذا كانت r4 اللي أكبر معناته can do it. ... طيب بحكيلي وحدة طب كيف
  أمسك أنا في الـ images الـ edges كلّاتها؟ على الأقل على الأقل للـ
  off-query والعمودي والـ بزاوية 45 موجة بـ 45 سالب، بحكيلي ولا إشي،
  طبّق هالـ kernالات الأربعة، طبّق هاد الـ kernel على الـ image، واخد
  الـ response تبعه. 2، okay، ومنقويسها على كل الـ points، هادا الـ
  kernel. هاي مش هنتقويس إيش؟ الخطوط العمودية، هاي مش هنتقويس الخطوط
  الأفقية اللي نازلت بدرجة 45 minus، طب هاي مش هنتشوفلي الـ lines اللي
  طالعة أو فيها raising edge على شكل ramp أو raising edge بزاوية 45، طب
  ما بحكيلي وحد في غير 45، بلنقلك مش مشكلة، we can do it. فـ 2. we need
  to detect هاي من هاي، ونطرح هاي، يعني 2 ff- 2 ffx، نطرح منها هاي،
  ونطرح منها هاي. هاي معدل التغيّر السابق واللاحق، هاذا هو الـ second
  derivative ببساطة يعني، في مفهوم الـ image عمّسّهو الـ pixels.
  فعمليّاً فهمتوا ليش الـ operator هيك شكله؟ لأنّه هاي الـ point اللي
  قبلها وهي الـ point اللي بعدها، وهي ضربناها في 2، okay. الـ center.
  آه، أوكي معناته f of x plus 1 و f of x طلع كيف؟ minus 1، كلّاتهم بدّنا
  نقيمّلهم إيش؟ مرتين ما هي 2 f of x. من هون أجد فكرة إنّه 2 بالنص،
  انتبهوا، مضروبة في 2 هلّا نرسمها؟ ... آه فعندي 3 pixels، كيف بوجد الـ
  second derivative؟ قلنا سهلة، كيف؟ بتقول لي هاي اللي بعدها ناقص الـ
  center، وهاي ناقص الـ center. pixels. ... okay؟ فأنا بدّي أشوف عندي
  الـ value هاي، ... عندي fxy طبعاً بس أنا باخد x أسهل برج التسهيلة،
  وبتحكيلي في عندي هون f of x plus 1 اللي بعدها، وكان في عندي أصلاً قبل
  هنسينا نرسم هلّأ نرسمها. lines، vertical lines، ما هو بتقولّك اللي
  بعتبّد على الـ derivative؟ بحكيلك أيوة، طيب هي second derivative، شهي
  الـ second derivative؟ هلّأ مش هنذكركم فيها، الـ second derivative
  كانت قائمة على هاد الـ concept، على هاد انتبهوا. الـ first derivative
  اعتمدت على 2 pixels بحد بعض، لكن الـ second derivative اعتمدت على 3
  pixels. طيب let's move يعني a bit more وبتحكيلي تعالي نشوف إني شوي هيك
  better algorithm، هاد الـ algorithm نوعاً ما بدّه يحاول يمسك الـ line
  مش مجرد الـ point، yes في عينّها different actually different masks
  that can help us to detect horizontal lines is above if the response
  اللي هو هاد الـ computation اللي هو الـ convolution هاي ضرب هاي زائد
  هاي زائد هاي زائد هاي طبعاً بالناقص زائد هاي زائد هاي، كلّياته بدّه
  أطرح منّه هاي الكلمة المضربة بـ 4، إذا كانت أعلى من 3 شلت هاي الـ
  response معناته yes we agree there is a point. Otherwise no, there's
  no point. إذا أخذنا الأربع neighbors، برضه لا بلاث هاد، بس أربع
  neighbors بياخد، إذا متذكرين، يصير قيمته هيك، تمام؟ فأنا مضطر آجي
  أقويس if the threshold is above it's a point. T عادةً لازم تكون
  positive، الـ threshold محطه positive، والـ response هو عبارة عن sum
  of the products of the coefficients. of course هاي ضرب هاي وهي ضرب
  هاي، لقبال هالـ cross book وهي ضرب هاي، ضرب هاي، ضرب هاي يعني عملياً
  إجمع الجيران واترحهم من قيمة 8 مضروب الجر. طبعاً الـ 8 ليش؟ مش 4،
  لإنّه اضطرريني أخذ الـ 8 neighbors، بس إذا أخذنا so a point can be
  detected at any location on which the mask is computed إذا كان الـ
  response عند هذاك الـ mask أعلى من الـ threshold معيّن معناته yes it's
  a point الـ second خلّص محلولة هلّا بنحكي كيف محلولة، بس الـ first
  derivative مشكلتي فيه إنّه إنّه seriously إذا أنا اضطرّيت أعمل first
  derivative مشال أمسك الـ edge أنا مضطر أروح أعمل thresholding، طب
  بتقولي وـ second؟ بحكيك لا هو مجرد zero crossing، قال أبشرحه يعني
  منفهم كيف الأمور سهلة في الـ second derivative وكيف الـ zero crossing
  برجع أذكركم فيه. So a point can يعني how to do it in a better way، في
  طريقة smart أكتر إنّا نستخدم multiple thresholding، okay؟ فإذاً إذاً
  أنا فكرتي إنّه أنا I can use operator، بس هاد الـ operator بما إنّه
  نحكي على يعني عم يستوّع الـ point، اللي أرجح اللي أرجح في الـ point
  أنا بحكي على الـ first derivative، انسوني من الـ second، الـ second

========================================================================
END OF REPORT
========================================================================
